id,objectType,ownerId,updatedAt,createdAt,title,description,geometry,Attribution,Category,Color,ConnectedObjectType,ConnectedTo,ConnectedToExternalId,Deleted,ExternalId,FormerExternalId,IconCategory,Keyword,NewTrackedObject,NoAutoArchive,Reminder,SIMULATED,SessionId,Shape,otherTags
irXTQdqpVcXQuP1q5mX2yw,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-23T16:11:22.180783Z,2022-11-23T16:11:22.180783Z,Emergency Exit,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09394842530537_COMMA_38.76784281825175]}",,,DarkGreen,Floor,BzgWbQ58XifdSxrg0-385A,,,,,Exit,security,,,,,,Egg,"BuildingId:LGEY8PgaFVncQ_OrX4M9WQ,FloorId:BzgWbQ58XifdSxrg0-385A,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
vPpyaOj-DdBGuC1sWoBelA,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-23T16:11:08.104401Z,2022-11-23T16:11:08.104401Z,Emergency Exit,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09384659294119_COMMA_38.76909551266479]}",,,DarkGreen,Floor,BzgWbQ58XifdSxrg0-385A,,,,,Exit,security,,,,,,Egg,"BuildingId:LGEY8PgaFVncQ_OrX4M9WQ,FloorId:BzgWbQ58XifdSxrg0-385A,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
apRleeESN--O_5-jRdHv8A,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-23T16:10:57.710219Z,2022-11-23T16:10:57.710219Z,Emergency Exit,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094437349491727_COMMA_38.769068326350606]}",,,DarkGreen,Floor,BzgWbQ58XifdSxrg0-385A,,,,,Exit,security,,,,,,Egg,"BuildingId:LGEY8PgaFVncQ_OrX4M9WQ,FloorId:BzgWbQ58XifdSxrg0-385A,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
sUEWae1Q5CPSauwVGzfwow,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-06T12:12:50.790694Z,2022-11-06T11:39:27.266546Z,Hbf ,,"{""type"":""Point""_COMMA_""coordinates"":[10.005961400000047_COMMA_53.55395301041392]}",,,DarkGreen,,,,,,,MetroStation,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
HvnCBWybyW_kLiWJ4Yi2RQ,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-06T11:39:05.070232Z,2022-11-06T07:57:52.507148Z,Sitting on the plane ,,"{""type"":""Point""_COMMA_""coordinates"":[-9.138555123664219_COMMA_38.798976220077776]}",,,DarkGreen,,,,,,,Departures,"web summit,airport,plane",,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
gfcnOkMJKg-FNUI6o3mRoA,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-06T11:38:14.845508Z,2022-11-06T10:36:01.979530Z,Landed,,"{""type"":""Point""_COMMA_""coordinates"":[9.989614800000027_COMMA_53.65613773091232]}",,,Red,,,,,,,Departures,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
2aEoGjafF5YR93oq_L7xJg,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-04T11:59:31.385835Z,2022-11-04T11:59:31.385835Z,Stage,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093240142127229_COMMA_38.7733960399662]}",,,DarkRed,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Stage,"security,web summit",,,,,,Circle,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
Vl9rThh613KosUjDgswDUA,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-04T11:54:35.499721Z,2022-11-04T11:54:31.157426Z,Fault,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093307169254217_COMMA_38.77297620028315]}",,,Turquoise,,,,,,,PassageForbidden,fault,,,,,,Square,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
JxfYXDLrtVdlW8mKg31THg,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-04T11:05:55.393505Z,2022-11-03T12:11:03.894401Z,German Pavilion 🇩🇪 ,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093760473374005_COMMA_38.771460573145816]}",,,DarkBlue,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Location,,,,,,,Circle,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
76O869wvephf4f4yjaNnuA,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-04T09:45:44.834630Z,2022-10-28T13:10:36.595522Z,FORMATION - 04.11.,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093585198315282_COMMA_38.773173075341646]}",,,DarkBlue,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,FormationLogo,"web summit,booth",,,,,,SquareWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
Ah6DO0iYCFPl8xhmvn7E1g,POI,ZOm9qa1X0yvGwY8Fn8qHIQ,2022-11-03T14:04:49.048135Z,2022-11-03T10:37:52.450812Z,Berlin Partner | FORMATION,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093491936296118_COMMA_38.77126879053401]}",,,Red,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Flag,,,,,,,Square,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:ZOm9qa1X0yvGwY8Fn8qHIQ:Jan Lachenmayer"
gctvdo8t_oGRiDNQWnO-UQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-03T12:25:41.488439Z,2022-11-03T12:25:41.488439Z,EU Space,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094140652709939_COMMA_38.772875434976385]}",,,DarkBlue,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Location,,,,,,,Circle,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
LxKP3EdQoppOQMcBQMxRmQ,POI,ZOm9qa1X0yvGwY8Fn8qHIQ,2022-11-03T12:22:20.197866Z,2022-11-03T12:22:20.197866Z,Interesting content ,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093347705855876_COMMA_38.77328745250617]}",,,Yellow,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Caution,,,,,,,TriangleDown,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:ZOm9qa1X0yvGwY8Fn8qHIQ:Jan Lachenmayer"
-4e0Qr9ie7rpb3X2bYyq7A,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-03T12:02:45.707238Z,2022-11-03T12:02:13.734403Z,Maersk,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09402620000003_COMMA_38.77136179703993]}",,,DarkBlue,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Location,,,,,,,Circle,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
8j4vXmvnzJEVo88fmk4L7A,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-03T10:49:19.481402Z,2022-11-03T10:49:08.012339Z,Free coffee,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093825108218084_COMMA_38.770469702630095]}",,,DarkBlue,,,,,,,Location,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
_aHQ5cGQX3SQMZRLvkirMg,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-03T10:44:29.762904Z,2022-11-03T10:44:22.078359Z,Appsbow,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093499849896943_COMMA_38.7704982175261]}",,,DarkBlue,,,,,,,Location,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
ph2rXJ2De4REBHSXn7988Q,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-03T10:08:25.377077Z,2022-11-03T10:07:30.949944Z,Food options ,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09513460100402_COMMA_38.77273843530827]}",,,DarkBlue,,,,,,,Location,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
mJPt4kHOP_DxHrOZtrZ6zA,POI,ZOm9qa1X0yvGwY8Fn8qHIQ,2022-11-03T09:52:50.191667Z,2022-11-03T09:50:05.720626Z,Solaris Bank,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094664067073268_COMMA_38.77048281922907]}",,,DarkGreen,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Location,,,,,,,Square,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:ZOm9qa1X0yvGwY8Fn8qHIQ:Jan Lachenmayer"
MoU4EcpMYEcnQo0Rw2ZSVA,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-03T09:45:18.103465Z,2022-11-03T09:45:05.371805Z,Loo,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093182323818837_COMMA_38.771250506456994]}",,,LightBlueAlt,,,,,,,Toilet,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
h_BcjKlH3RcGNId66ccPGw,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-03T09:34:30.201757Z,2022-11-02T22:25:55.373386Z,S,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093932975618145_COMMA_38.77108200862668]}",,,DarkBlue,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Location,,,,,,,Circle,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
fDzzOQW1lF6U6rpZvx6v0w,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-03T09:08:13.992587Z,2022-10-28T13:33:34.321489Z,Registration,,"{""type"":""Point""_COMMA_""coordinates"":[-9.095422968765888_COMMA_38.76680451556385]}",,,Grey,,,,,,,Pen,"web summit,registration",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
zPuIUI-0cJcnbap-ioyIKQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-03T09:08:03.875542Z,2022-10-28T13:32:20.066290Z,Bag drop,,"{""type"":""Point""_COMMA_""coordinates"":[-9.095451450082919_COMMA_38.76670772675959]}",,,Grey,,,,,,,GeoCaching,"web summit,bag",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
sPA52S6sYj7hyqOQ0XEdgg,POI,7uWsANxR2P6avQyqQ00pVw,2022-11-03T09:07:51.879162Z,2022-10-28T13:26:32.901174Z,Main Entrance,,"{""type"":""Point""_COMMA_""coordinates"":[-9.095810430747633_COMMA_38.766988285308685]}",,,Grey,,,,,,,Door,"web summit,entrance",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
-yMW_EZjwpp-AUEdGZIoIg,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-02T17:54:21.413942Z,2022-11-02T17:52:23.765603Z,Apartment ,,"{""type"":""Point""_COMMA_""coordinates"":[-9.20118278222128_COMMA_38.76231104465805]}",,,Red,,,,,,,Location,,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
2BYO8uHswdBDgQF69o-qPg,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-02T10:43:12.695471Z,2022-11-02T10:43:02.896356Z,My blue dot is here 💙 ,,"{""type"":""Point""_COMMA_""coordinates"":[13.507723978004947_COMMA_52.36719859990822]}",,,AquaMarine,,,,,,,MeetingPointAlt,web summit,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
3Xz5LOqcf4KkjfdLbvu6yg,POI,lVP9B88vL-uFSn_cmAqNCw,2022-11-02T08:26:22.391952Z,2022-11-02T08:20:30.301132Z,Tram stop ,,"{""type"":""Point""_COMMA_""coordinates"":[13.624199764644914_COMMA_52.44708672406094]}",,,Red,,,,,,,Train,train ,,,,,,Circle,"ObjectType:POI,Creator:lVP9B88vL-uFSn_cmAqNCw:Ian Hannigan"
XMuoYiGx8g3U1MSgRCdAEw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:30:49.880739Z,2022-10-28T13:30:49.880739Z,Elevator,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09469057723254_COMMA_38.77290269367356]}",,,Grey,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Elevator,"web summit,elevator",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
QFVJWtSlPdMax0yDki8bgw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:30:36.849456Z,2022-10-28T13:30:36.849456Z,Elevator,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09477237436613_COMMA_38.77194328833218]}",,,Grey,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Elevator,"web summit,elevator",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
cxMi04cdYNumL1ZLTD2qeg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:30:24.605251Z,2022-10-28T13:30:24.605251Z,Elevator,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094851265283069_COMMA_38.77099384073992]}",,,Grey,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Elevator,"web summit,elevator",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
28TJMD8qEW9juf82GjbmiA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:30:03.523025Z,2022-10-28T13:29:35.639182Z,Elevator,,"{""type"":""Point""_COMMA_""coordinates"":[-9.0949285089456_COMMA_38.770052326121345]}",,,Grey,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Elevator,"web summit,elevator",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
LGRDAl_K0mxcwfSuQ_zEDg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:29:17.586934Z,2022-10-28T13:29:17.586934Z,Elevator,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09303294233348_COMMA_38.76872100785653]}",,,Grey,Floor,BzgWbQ58XifdSxrg0-385A,,,,,Elevator,"web summit,elevator",,,,,,RoundWithPointer,"BuildingId:LGEY8PgaFVncQ_OrX4M9WQ,FloorId:BzgWbQ58XifdSxrg0-385A,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
BWIn9tkmD1Z2BkJDZhsHZQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:26:01.146696Z,2022-10-28T13:26:01.146696Z,Entrance 2,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094737603076737_COMMA_38.77476745447726]}",,,Grey,,,,,,,Door,"web summit,entrance",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
gAgOJAFYhviPVZbPAEDyuQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:25:05.069132Z,2022-10-28T13:25:05.069132Z,Bag drop,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094662871542482_COMMA_38.774533235483716]}",,,Grey,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,GeoCaching,"web summit,bag",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
Ww6J0_Jbvz2K1GmPYX7GXQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:23:37.181065Z,2022-10-28T13:23:37.181065Z,Security Check,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09484503313297_COMMA_38.77445602276023]}",,,Grey,,,,,,,Security,"web summit,security",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
lPDgPxBCqHIBK8WVESZGlQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:20:25.959279Z,2022-10-28T13:20:25.959279Z,First Aid Station,,"{""type"":""Point""_COMMA_""coordinates"":[-9.095048268892128_COMMA_38.769875625941864]}",,,Red,,,,,,,FirstAid,"web summit,first aid,security",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
ma8H0akaXf7-epu_H574Bw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:19:30.916135Z,2022-10-28T13:19:30.916135Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094703991082952_COMMA_38.773464355962716]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
wqymWPveJZ0QSgo6EuRp8Q,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:19:01.841592Z,2022-10-28T13:19:01.841592Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093243135403554_COMMA_38.771950483442396]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
8AzUreM96NHveOT3FoJPqA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:18:49.122411Z,2022-10-28T13:18:49.122411Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094830069011778_COMMA_38.771956706493626]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
4d0aKUG64llxTXwO3Bhg9g,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:18:35.229082Z,2022-10-28T13:18:35.229082Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094862100423939_COMMA_38.77156838008841]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
b3DA1f2jlLT9E_iy7b_jUQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:18:19.739646Z,2022-10-28T13:18:19.739646Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093300962012108_COMMA_38.771379108981876]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
RhZayOoOc7VoE13UlLhCNQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:17:53.874951Z,2022-10-28T13:17:53.874951Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094982815539765_COMMA_38.770068290668576]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
wq6PqapkB3thw8lCmWlSCg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:17:34.003846Z,2022-10-28T13:17:34.003846Z,Toilet,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093409029368786_COMMA_38.77003117143215]}",,,LightBlueAlt,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Toilet,"web summit,toilet,wc",,,,,,RoundWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
JrzL6f6ZI_wZMmDfbV5H9g,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:14:34.969875Z,2022-10-28T13:13:59.659237Z,First Aid Station,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093436286957171_COMMA_38.76797458984532]}",,,Red,Floor,BzgWbQ58XifdSxrg0-385A,,,,,FirstAid,"web summit,first aid,security",,,,,,RoundWithPointer,"BuildingId:LGEY8PgaFVncQ_OrX4M9WQ,FloorId:BzgWbQ58XifdSxrg0-385A,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
vwfWpl2TEFh4XK1IGXzBVw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:13:39.345483Z,2022-10-28T13:13:39.345483Z,First Aid Station,,"{""type"":""Point""_COMMA_""coordinates"":[-9.094939359726027_COMMA_38.7720201789534]}",,,Red,,,,,,,FirstAid,"web summit,first aid,security",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
8CPgow2CxzOQIcbFEy0DGw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:13:23.334700Z,2022-10-28T13:13:23.334700Z,First Aid Station,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093130024978109_COMMA_38.771576566363876]}",,,Red,,,,,,,FirstAid,"web summit,first aid,security",,,,,,RoundWithPointer,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
C79qaE64cR0-VD5Wa5n04A,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:12:16.212090Z,2022-10-28T13:12:16.212090Z,Outdoor Screen,,"{""type"":""Point""_COMMA_""coordinates"":[-9.09333173120558_COMMA_38.771722090395315]}",,,Grey,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,Computer,"web summit,screen",,,,,,SquareWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
xXsvik-MwUb6kGYUK3yOWw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-28T13:08:26.741077Z,2022-10-28T13:08:06.809253Z,FORMATION - 03.11.,,"{""type"":""Point""_COMMA_""coordinates"":[-9.093508815331006_COMMA_38.77126944066674]}",,,DarkBlue,Floor,tOREIhRWuu0VkbreYAHwQw,,,,,FormationLogo,"web summit,booth",,,,,,SquareWithPointer,"BuildingId:YcKVhTB6DUAyQpT7DFy26Q,FloorId:tOREIhRWuu0VkbreYAHwQw,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
YRngAbVB6w7TxsU5iU5ZMQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-14T14:21:32.272674376Z,2022-02-03T16:35:32.931Z,Internal storage A13,,"{""type"":""Point""_COMMA_""coordinates"":[9.008570666585342_COMMA_50.72123678538358]}",,,LightGrey,Floor,Ts93sGSfJO8vBiHXzqEBcA,smart-factory-0,,,,Container,"halle 5,a13,smart-factory-0,storage",,,,,,Circle,"BuildingId:IWq_P9xkSdaR4nEpIRjyNA,FloorId:Ts93sGSfJO8vBiHXzqEBcA,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
S_yTnCLRPBz9VDGl53Hrkg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-14T14:21:11.734819524Z,2022-02-03T14:16:19.833Z,Internal storage A15,,"{""type"":""Point""_COMMA_""coordinates"":[9.008168455752639_COMMA_50.72112319665251]}",,,LightGrey,Floor,Ts93sGSfJO8vBiHXzqEBcA,smart-factory-0,,,,Container,"halle 5,a15,smart-factory-0,storage",,,,,,Circle,"BuildingId:IWq_P9xkSdaR4nEpIRjyNA,FloorId:Ts93sGSfJO8vBiHXzqEBcA,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
