id,objectType,ownerId,updatedAt,createdAt,title,description,geometry,Attribution,Category,Color,ConnectedObjectType,ConnectedTo,ConnectedToExternalId,Deleted,ExternalId,FormerExternalId,IconCategory,Keyword,NewTrackedObject,NoAutoArchive,Reminder,SIMULATED,SessionId,Shape,otherTags
CwY5YCKJ034SEk0japSz8Q,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:48:39.523262058Z,2022-10-06T12:45:00.812122646Z,Wegpunkt 4A,,"{""type"":""Point""_COMMA_""coordinates"":[6.743876421970185_COMMA_49.35565108574755]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
sYpOu2iOAQqdydGkwFO4vw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:48:16.420944812Z,2022-10-06T12:44:35.727364500Z,Wegpunkt 3A,,"{""type"":""Point""_COMMA_""coordinates"":[6.744863243325312_COMMA_49.354743098838696]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
IcYJlPLftEm_sOgLRELccQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:47:47.199099170Z,2022-10-06T12:44:22.558172595Z,Wegpunkt 2A,,"{""type"":""Point""_COMMA_""coordinates"":[6.745571254191191_COMMA_49.35504261858614]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
6caPphTLJCmC-2AA2dm0vQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:47:22.090750174Z,2022-10-06T12:44:07.624378668Z,Wegpunkt 1A,,"{""type"":""Point""_COMMA_""coordinates"":[6.745497448707397_COMMA_49.355097604516686]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
WL6hlbbbwkqAL3z1twCURQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:42:03.681910544Z,2022-10-06T12:36:19.153587425Z,Feuerlöscher,,"{""type"":""Point""_COMMA_""coordinates"":[6.746093381590185_COMMA_49.357736484844]}",,,Red,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,FireExtinguisher,"feuerlöscher,sicherheit",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
KYC_fAhGH88BJS99xSo8rg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:41:50.238331403Z,2022-10-06T12:36:51.173088800Z,Feuerlöscher,,"{""type"":""Point""_COMMA_""coordinates"":[6.745654186423053_COMMA_49.357875809015184]}",,,Red,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,FireExtinguisher,"feuerlöscher,sicherheit",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
TxVsYs3hG-S4Dkq9wf56Yw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:41:40.296622875Z,2022-10-06T12:37:03.320926071Z,Feuerlöscher,,"{""type"":""Point""_COMMA_""coordinates"":[6.744977977989606_COMMA_49.357795467663266]}",,,Red,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,FireExtinguisher,"feuerlöscher,sicherheit",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
LWxAm-LB2HeKeGHqktT3Og,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:41:27.089976610Z,2022-10-06T12:38:23.275040312Z,Feuerlöscher,,"{""type"":""Point""_COMMA_""coordinates"":[6.743248188778921_COMMA_49.35680084265897]}",,,Red,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,FireExtinguisher,"feuerlöscher,sicherheit",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
Jb9QACM4lT2Bow7fxY4KQw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:41:12.224946296Z,2022-10-06T12:38:34.593575112Z,Feuerlöscher,,"{""type"":""Point""_COMMA_""coordinates"":[6.743755121993445_COMMA_49.35630171179815]}",,,Red,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,FireExtinguisher,"feuerlöscher,sicherheit",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
DKTSa4CYlvXlFheIL3u0YA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:40:57.844750673Z,2022-10-06T12:38:44.264925230Z,Feuerlöscher,,"{""type"":""Point""_COMMA_""coordinates"":[6.74494594055966_COMMA_49.35680521266039]}",,,Red,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,FireExtinguisher,"feuerlöscher,sicherheit",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
VrwxEAGsN1Iw_IWBv9Rgaw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:40:14.306505523Z,2022-10-06T12:40:14.306505523Z,Sammelpunkt B,,"{""type"":""Point""_COMMA_""coordinates"":[6.743241911570863_COMMA_49.35755616134185]}",,,DarkGreen,,,,,,,MeetingPoint,sicherheit,,,,,,Cross,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
i3aNGsyrpQki3vCaXf891w,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:40:00.628116611Z,2022-10-06T12:40:00.628116611Z,Sammelpunkt A,,"{""type"":""Point""_COMMA_""coordinates"":[6.7449205982214835_COMMA_49.35628551941767]}",,,DarkGreen,,,,,,,MeetingPoint,sicherheit,,,,,,Cross,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
ozExtw7qWHmTJZNSCLPhiA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:35:40.367739893Z,2022-10-06T12:35:40.367739893Z,Notausgang,,"{""type"":""Point""_COMMA_""coordinates"":[6.7431623534007485_COMMA_49.35684857296346]}",,,GreenAlt,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Exit,sicherheit,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
FU_mUiS4z3ukMIwesHri6g,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:35:17.347124524Z,2022-10-06T12:35:17.347124524Z,Notausgang,,"{""type"":""Point""_COMMA_""coordinates"":[6.746323025253787_COMMA_49.35788349213789]}",,,GreenAlt,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Exit,sicherheit,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
1dlhb4MAm5SWaYNmc7ZBNg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:35:02.108980639Z,2022-10-06T12:35:02.108980639Z,Notausgang,,"{""type"":""Point""_COMMA_""coordinates"":[6.745341900887638_COMMA_49.35693107183445]}",,,GreenAlt,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Exit,sicherheit,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
jy8LV69yY58SDrfupMkrqg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:32:55.464968984Z,2022-09-30T09:44:52.243296621Z,Umkleide,,"{""type"":""Point""_COMMA_""coordinates"":[6.745746561015267_COMMA_49.358034622664974]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Door,umkleide,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
30QvkX29UIQgwqNF22V47g,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:32:37.867524561Z,2022-10-06T12:32:37.867524561Z,Mitarbeiterraum,,"{""type"":""Point""_COMMA_""coordinates"":[6.74576708485381_COMMA_49.357875350075744]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,MeetingRoom,"team,meetingraum",,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
KbqKldhRnNSokzyIUADDCQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:31:40.400048939Z,2022-10-06T12:31:39.352358499Z,Lager #4,,"{""type"":""Point""_COMMA_""coordinates"":[6.745877055389656_COMMA_49.357776643960534]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Regal,lager,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
NyhW1IA1XWpr0y37iTaR7g,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:31:25.801673343Z,2022-09-30T10:00:49.162937334Z,Lager #3,,"{""type"":""Point""_COMMA_""coordinates"":[6.745549155280514_COMMA_49.35793955264754]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Regal,lager,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
y-FUqMTEVeH1vEegveZ_JA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:29:15.272360857Z,2022-09-30T10:03:31.103352334Z,Ersatzteil - Typ A,,"{""type"":""Point""_COMMA_""coordinates"":[6.745834025211252_COMMA_49.35773898162839]}",,,DarkBlue,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Engine,ersatzteil,,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
S1vWmcCTMkxVQ2uU1wGLqA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:28:40.192204941Z,2022-09-30T10:04:20.703210391Z,Ersatzteil - Typ B,,"{""type"":""Point""_COMMA_""coordinates"":[6.7458018511371165_COMMA_49.35776925221538]}",,,DarkBlue,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Gears,ersatzteil,,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
ctO7Zsz8T33TSaxkQAIY_A,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:28:07.154982280Z,2022-09-30T09:55:01.352734375Z,Handschuh XL - (19 / 30),,"{""type"":""Point""_COMMA_""coordinates"":[6.745955279267719_COMMA_49.35790747725483]}",,,Orange,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,NoAccess,"handschuh,schutzausrüstung",,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
qQ1bHQQrhMdkwoPuX0jZrg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:27:09.698204245Z,2022-09-30T09:54:34.271759102Z,Handschuh L - (17 / 30),,"{""type"":""Point""_COMMA_""coordinates"":[6.745971000434565_COMMA_49.3578929813369]}",,,Orange,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,NoAccess,"handschuh,schutzausrüstung",,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
bQgykgV2ppEhPT_CwZOjHQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:26:34.682874212Z,2022-09-30T09:54:04.686665379Z,Handschuh M - (20 / 30),,"{""type"":""Point""_COMMA_""coordinates"":[6.745984097079145_COMMA_49.35787733619506]}",,,Orange,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,NoAccess,"handschuh,schutzausrüstung",,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
NqJMxH3JLKXJk1OC5ivEfw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:26:02.271320930Z,2022-09-30T09:53:33.025586798Z,Handschuh S - (29 / 30),,"{""type"":""Point""_COMMA_""coordinates"":[6.745999350671582_COMMA_49.35786111696987]}",,,GreenAlt,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,NoAccess,"handschuh,schutzausrüstung",,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
CQmp5iiKfpfKE_Sm7UNmGA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:25:22.289374166Z,2022-09-30T09:47:07.135256123Z,Lager #2,,"{""type"":""Point""_COMMA_""coordinates"":[6.746042333870946_COMMA_49.357963324679474]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Regal,lager,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
tGL7uc7lCfDGrmdwL9Pj-g,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:24:50.795715033Z,2022-09-30T09:59:36.822264060Z,Schweißgerät,,"{""type"":""Point""_COMMA_""coordinates"":[6.746093521171929_COMMA_49.35806381967035]}",,,DarkBlue,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Tools,schweißgerät,,,,,,RoundWithPointer,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
Ox7k53TnLvtW7E7ZCTN79Q,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:22:35.597085426Z,2022-09-30T09:45:26.915274564Z,Lager #1,,"{""type"":""Point""_COMMA_""coordinates"":[6.745995690722793_COMMA_49.358119628457644]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Regal,lager,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
uH9GHqecPBDTFG9Ykb94qg,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:21:33.274209799Z,2022-09-30T10:24:04.114959585Z,Coils #235 - (43 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.7457720491793225_COMMA_49.3552173281042]}",,,Red,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
jNDNh_k0j8lDwJp5wZEpaQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:20:49.994662643Z,2022-09-30T10:23:37.666972832Z,Coils #235 - (14 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.745630115635322_COMMA_49.355163234087456]}",,,GreenAlt,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
WtKgdrqkFIf3E5iFMe2psw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:20:02.324485013Z,2022-09-30T10:22:48.931789145Z,Coils #235 - (35 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.745494156234599_COMMA_49.355106139674575]}",,,Orange,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
vUcZmi6N6p7rr213OIOhOw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:19:28.680694441Z,2022-09-30T10:22:21.486956783Z,Coils #235 - (49 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.745342482410706_COMMA_49.35504945773528]}",,,Red,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
P8ZIxthF2gADaTOZZ6UVCQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:18:51.640477185Z,2022-09-30T10:22:03.092678843Z,Coils #235 - (47 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.745206763692067_COMMA_49.354989018606176]}",,,Red,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
ozagO7rBv2IkmQBclqGDXw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:18:10.130239305Z,2022-09-30T10:21:36.388028189Z,Coils #235 - (49 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.745051067568738_COMMA_49.35493180173955]}",,,Red,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
KpGs0E3ChMNisPdE11MoJA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:17:36.427633349Z,2022-09-30T10:19:34.448096425Z,Coils #235 - (30 / 50),,"{""type"":""Point""_COMMA_""coordinates"":[6.744884871562704_COMMA_49.35487343235479]}",,,Orange,,,,,,,Coil,"lager,coils",,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
eU97gHk8SVhHikBbHIDcyA,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:14:23.213873040Z,2022-09-30T10:30:10.663408707Z,Maschine #2,,"{""type"":""Point""_COMMA_""coordinates"":[6.744000361816234_COMMA_49.356964730848404]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Setting,maschine,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
Z7HEaU-P_kZb4w1ULE9KbQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:13:17.177091273Z,2022-09-30T10:29:57.079714408Z,Maschine #1,,"{""type"":""Point""_COMMA_""coordinates"":[6.743668834210212_COMMA_49.356843558988544]}",,,Grey,Floor,tcSN_NigqJjToMlt8-8h9w,,,,,Setting,maschine,,,,,,Egg,"BuildingId:4q6gQ3Tvp4X8Sh3XgOv3pA,FloorId:tcSN_NigqJjToMlt8-8h9w,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
bGJrcCiZ9EcCrKh2SWLNDw,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:12:43.747443630Z,2022-09-30T10:09:05.380318365Z,Kran #2,,"{""type"":""Point""_COMMA_""coordinates"":[6.745976880926264_COMMA_49.354955033001346]}",,,Grey,,,,,,,Lifter,kran,,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
9YsAH1IB1KSWUmiKdBA84A,POI,7uWsANxR2P6avQyqQ00pVw,2022-10-06T12:11:47.002964226Z,2022-09-30T10:08:50.578180835Z,Kran #1,,"{""type"":""Point""_COMMA_""coordinates"":[6.745383300376147_COMMA_49.35472092620904]}",,,Grey,,,,,,,Lifter,kran,,,,,,Egg,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
zk7EEB9m0sqTrvcE41zMOQ,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-29T13:23:28.563305168Z,2022-09-28T08:54:40.387996147Z,Waypoint Werksschutz 13,,"{""type"":""Point""_COMMA_""coordinates"":[9.007700437734343_COMMA_50.72095298681654]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
YAPbSNXL4XXzWZSAnfU7Ng,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:10:07.199472434Z,2022-09-28T08:58:35.672722681Z,Waypoint Werksschutz 20,,"{""type"":""Point""_COMMA_""coordinates"":[9.00910412297958_COMMA_50.722279431227065]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
qY42SvPLZKZ6hvNLEWaAXA,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:09:40.509463337Z,2022-09-28T08:58:18.097588646Z,Waypoint Werksschutz 19,,"{""type"":""Point""_COMMA_""coordinates"":[9.009861655089935_COMMA_50.721145751585254]}",,,DarkBlue,,,,,,,Location,"waypoint,smart-factory-0",,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
mHimc9LeoPgg93SG0ixRpw,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:08:58.852393140Z,2022-09-28T08:57:59.427712023Z,Waypoint Werksschutz 18,,"{""type"":""Point""_COMMA_""coordinates"":[9.009834018174388_COMMA_50.72064099048583]}",,,DarkBlue,Floor,Ts93sGSfJO8vBiHXzqEBcA,smart-factory-0,,,,Location,"waypoint,smart-factory-0",,,,,,Circle,"BuildingId:IWq_P9xkSdaR4nEpIRjyNA,FloorId:Ts93sGSfJO8vBiHXzqEBcA,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
ykju2oImD6CAl5sRuaXQKw,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:08:28.501015805Z,2022-09-28T08:57:06.884935055Z,Waypoint Werksschutz 17,,"{""type"":""Point""_COMMA_""coordinates"":[9.009745395471441_COMMA_50.72050343392448]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
kvLkb9YAXO_7okVOVxUoYA,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:08:04.003573482Z,2022-09-28T08:56:47.201386689Z,Waypoint Werksschutz 16,,"{""type"":""Point""_COMMA_""coordinates"":[9.008898488072532_COMMA_50.720266545934805]}",,,DarkBlue,,,,,,,Location,"waypoint,smart-factory-0",,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
5KMg5SlMHcyrlfOaJ5NC3g,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:07:35.706561524Z,2022-09-28T08:56:18.504564437Z,Waypoint Werksschutz 15,,"{""type"":""Point""_COMMA_""coordinates"":[9.008345953025128_COMMA_50.7206002264092]}",,,DarkBlue,Floor,Ts93sGSfJO8vBiHXzqEBcA,smart-factory-0,,,,Location,"waypoint,smart-factory-0",,,,,,Circle,"BuildingId:IWq_P9xkSdaR4nEpIRjyNA,FloorId:Ts93sGSfJO8vBiHXzqEBcA,FloorLevel:0.0,ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
lgQmE1fVGoDrEbiqJwz1uw,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:07:09.679911853Z,2022-09-28T08:56:08.582206083Z,Waypoint Werksschutz 14,,"{""type"":""Point""_COMMA_""coordinates"":[9.008027077866586_COMMA_50.72067690075548]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
sHePTb_gml3Xs7WjpmhbLg,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:06:16.471558867Z,2022-09-28T09:06:15.684167615Z,Waypoint Werksschutz 13,,"{""type"":""Point""_COMMA_""coordinates"":[9.007700437734343_COMMA_50.72095298681654]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
0Yw-GXFBwkHg1zVr-AT5Cw,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:05:41.483771930Z,2022-09-28T08:54:59.927793661Z,Waypoint Werksschutz 12,,"{""type"":""Point""_COMMA_""coordinates"":[9.006273659298245_COMMA_50.72186257508676]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
3ty_RkUHMGM_FqZrweyTIg,POI,7uWsANxR2P6avQyqQ00pVw,2022-09-28T09:05:05.740349892Z,2022-09-28T08:54:48.830716673Z,Waypoint Werksschutz 11,,"{""type"":""Point""_COMMA_""coordinates"":[9.006357258608205_COMMA_50.72189022274097]}",,,DarkBlue,,,,,,,Location,waypoint,,,,,,Circle,"ObjectType:POI,Creator:7uWsANxR2P6avQyqQ00pVw:Philipp Stelzer"
